,SOURCE_ID,mag_abs,v_tan,l,b,g_rp
96721,5187598939200128,7.852376650590102,110.60315506407237,171.0036595207023,-46.50601808150279,0.9325485
96768,267460499010304,8.860474690984216,124.90847156971334,175.9545485850287,-47.47627966869444,0.9779167
96797,280650343609472,9.342628053071763,161.75367978731467,175.7968600381686,-47.260054037275715,1.1036167
96846,5251473692914176,9.265675808048226,116.84820373567341,171.977236466056,-45.66451759606545,1.085474
96851,5256146617379328,10.801664581349154,115.35290780805094,171.7847955449325,-45.67319105769917,1.1563044
96855,5257795884858368,9.114614039458264,112.52252122359725,171.6985207848921,-45.61811790872975,1.0819302
96865,323290778577280,8.960701126550315,149.3352604404377,175.45785836306678,-48.40611997989017,1.0767441
96909,5287551418200832,9.696271544359313,109.631772279503,171.17229576428528,-46.169767470596376,0.9288616
96925,10660559800962176,8.597819342307627,116.16740622706868,172.86673778933113,-40.443862769708865,1.0965004
96948,5308785736328064,8.500439046943086,139.92740367519463,170.68494535980085,-46.18187892816456,0.99687576
96952,10676021683252096,7.68181971066203,100.73319097654405,173.18569582606898,-40.1260186429933,0.94908714
96963,380160440980992,9.239510892538377,162.26562676947842,174.4187710400163,-48.74422124924571,1.0125742
96973,5319475910452352,8.780978181407367,111.56430619639215,171.16604265930678,-45.81709187045045,1.0366049
96986,10687184302915968,9.34150801811073,216.53837409801486,172.84984979259937,-40.23621290906617,1.1052265
96988,389471930098048,11.915102021027408,101.00750935533887,174.91283544452148,-48.39948709158536,1.2452888
96997,5329646392999040,8.300360877958248,130.974300110919,171.07681598809523,-45.583263450272234,0.9481678
97049,10718662118529152,8.200543912318594,103.28639652813297,174.79988223215588,-39.82579848868861,0.99922276
97074,10734570677406592,9.482022864754914,107.09548957170432,175.23813840219447,-39.27855896319737,1.0869923
97093,10744569361267456,9.14216735646012,112.06655872800883,175.18066648601175,-39.15409974290826,1.1389694
97110,10759511551857280,9.593880509256287,129.72598343500636,174.95272884086185,-39.09528995330779,0.94773865
97142,473412770398592,8.894452837576448,154.61848096115855,175.57556752692975,-47.205364769004305,1.0449944
97153,480349142628224,9.851696037182172,100.29204993777245,175.1736313670858,-47.53892010198059,1.1519203
97206,10811330332867584,10.106913453987943,117.28247995443238,174.6835081278242,-39.13708048319992,1.1424894
97235,10826066365453184,9.538560673143834,135.42469922660368,174.2372998510458,-39.35172929650037,1.1645164
97240,15856469501419904,8.887614077971051,124.3695118427932,171.9562829968053,-38.157212398682205,1.0371475
97285,10845685775628416,9.375993312600116,104.15749170113361,175.34476128225262,-38.705607178317756,1.1716347
97321,10860808356180608,8.383851872877528,100.76303925506163,174.7817800932349,-38.90241971308509,1.0108261
97350,10871593018514176,10.196375594815535,121.74187983484676,174.86397411094586,-38.533992421297675,1.1500969
97367,10881763501331840,9.162502652538564,117.36587532934251,175.36817469097122,-38.1629348069597,1.0323219
97447,627168304572928,10.407914919236035,103.13706695039868,176.82957151725662,-46.236877594744044,1.1576385
97481,637755399504512,10.288612614552108,194.44548877582994,176.27928725173297,-47.09493010024128,1.0621834
97494,10924232137739008,10.019132134376314,144.1515961868252,174.5833948104686,-38.573324397640654,1.1309719
97555,674309866010880,8.23996364925668,100.93208519093385,176.20075546007536,-46.63825169997844,1.0329542
97568,678673552410112,9.76734095134547,122.02701664632471,176.38275013415716,-46.424176088448206,1.183857
97606,698056740341376,8.846602824602332,110.8393165637182,176.15332037743053,-46.234059945490195,0.9616318
97678,733992731131776,9.128406739537166,103.6400963096012,176.8103018788033,-45.7628884967508,1.0380249
97695,11018961936221312,10.182388571015768,116.90105530594369,173.89134528034344,-39.38695677188159,1.109869
97775,783337611024384,11.20198931980633,305.49569758067486,176.49604714766326,-45.92145021933952,1.1333561
97795,16135131274654976,10.546436112617762,116.93702667972744,171.00132484320272,-38.03224311965857,1.095254
97817,11086964154137344,9.580647802531352,123.64274496963294,173.47039870646898,-39.315434081253805,1.128439
97828,809451012175872,9.147324292787872,184.14579673960796,176.56698772405255,-45.69960996245541,1.0232239
97883,850201661784832,9.239742942146087,103.81174238495208,175.485775214145,-47.15705901370711,1.1234341
97915,866934854329984,9.754369970817518,211.73017655175963,175.21521760098548,-47.125404624974266,1.0728493
97916,11140702785027712,8.468975361450969,102.90638951811955,173.6966587153794,-38.99060585850323,1.0051517
97930,16218724222725248,10.823285271387078,112.62627134278317,171.58951229708956,-36.85891604094714,1.2355223
97983,905589560004736,8.649973428906968,124.51709474959182,175.25793233441433,-46.518402266924895,0.966547
97992,11177360330342784,8.729636746031929,190.64217865217756,173.6631815211101,-38.52418329837332,1.0968685
98048,16291223270729984,9.229255044304285,254.49059251466275,171.4795587903307,-36.749254909075205,1.1233997
98062,945618655155968,10.013665055719365,364.4816244446939,174.6127656443527,-46.95343121890254,0.9936342
98064,946821245998592,8.783907955290005,123.90676939791871,174.53475002578557,-46.95295888174505,0.96805096
98072,951764752933760,8.7926298553394,104.55441195119556,175.0799391342285,-46.63850346295134,1.0738983
98156,993378691629184,12.103249273234695,164.98382299247677,175.5777072160285,-46.08358801091157,1.1718006
98157,16346405010727040,9.402559217541544,100.76053342037287,172.96360972964612,-36.104921282282625,1.1290188
98171,999632164009088,8.562845473480476,156.3775751442024,175.6475575026865,-45.960757373803204,0.9603348
98183,16357778084165632,8.716211203531863,116.01034563675744,172.7467195818243,-36.09700896660372,1.0747089
98273,11314799283553152,10.244368753813397,261.4166064778123,177.4520295967262,-37.24281916028855,1.041296
98288,11321774310449792,9.897373542635325,129.95082176785036,177.3934394812313,-37.17445974521754,1.1799164
98365,11356615085787136,9.651541847593634,113.94448929773252,176.8570246763071,-37.6215543788954,1.1325741
98368,1102951897260544,8.581283266224723,116.781542583652,175.2215872626533,-45.426896036288795,0.96635246
98385,1113637775863040,8.925188453008552,107.71562752243877,174.71034186270228,-45.75738970520475,1.0374222
98408,1128167650010496,8.577750817130678,112.31970461170737,174.1425110417243,-48.93717438222094,1.0354576
98411,11381491536197888,9.717655114305458,104.192033231622,176.95426436780042,-37.077122813311014,1.1595955
98418,16469451529218944,9.900860521481697,126.23460007146217,173.33848756462027,-35.191702115820384,1.1241779
98468,1158683393179008,9.699672072493026,107.77421974730183,173.52423667477618,-48.78584933498234,1.1908875
98478,1163970497792640,10.45179304014982,310.80663956294467,174.24646121721622,-48.3933498203204,0.9572296
98497,1175725823214080,9.189226792378872,204.7912329285557,173.92396553987945,-48.37407452086906,0.95044327
98513,11432760561055488,9.659204471925037,349.65274654717985,177.36879267943792,-36.60409444820624,1.0105152
98531,1192798318065152,11.678159444903436,179.4067706415869,173.6927860501147,-48.30380797565344,1.2106743
98551,11445984765244672,8.09741851119906,165.090583184664,177.7973938228032,-36.12091948382664,0.9816637
98555,1202388980145920,10.217120917260296,106.6272817860007,173.18041914923862,-49.03072659134499,1.0868797
98569,16528137962318848,8.624142557084177,141.3619555667402,173.10527665697992,-34.72193820350511,1.0629072
98597,1227712107314688,10.650639412823516,318.4474012187543,172.95155302773378,-48.79410175398748,0.98023605
98624,1242619938740992,9.524743079373714,123.86276189361597,173.58745108346247,-48.22620508963174,1.025959
98626,1244441004887168,9.21845832547626,123.60897313282132,173.43870375792432,-48.21906504528026,1.0835495
98645,1246884841368320,8.142362584679791,122.74015373963394,173.40808808787884,-48.26885654411898,0.95258904
98679,11503434247666304,9.076960335808842,101.10469269054,176.75122449925794,-36.67307634957318,1.0628986
98697,16583659007844992,8.957287025016267,215.97244825018825,172.84568996259998,-34.56054351617901,1.0150356
98728,1294919755489408,9.894891797449528,141.51797162475881,173.88983394794394,-47.820043996127545,1.0933628
98744,1303681488766208,9.188682128182727,247.63052113534317,174.25046450135522,-47.58512417080009,1.002737
98769,11551301658504832,9.992390890282117,101.4552972409781,176.48053825207975,-37.64557407883567,1.0867367
98801,1341301106750592,9.17554548338008,266.15153615357417,173.50262889828278,-47.95216818023516,0.9316597
98872,16664095151708672,9.494348996531262,102.09793125786722,171.81690440348143,-35.6850512442339,1.1703091
98882,11608716781283584,9.276997707075374,106.00264241111651,176.1822125356794,-37.166098053670616,1.0728397
98912,16685226390603392,10.269046190810194,192.76091934150617,171.3632302690627,-36.22458738004226,1.16296
98925,11633180914949120,8.775887711445609,100.88641923037493,175.5219722667788,-38.01640403618117,0.985672
98932,16696187147142400,9.507430102154249,103.81123526133227,171.19000232012831,-36.35474091013608,1.125637
98938,16699867934599168,9.226300335647977,124.07174290005158,171.09199694055638,-36.33948064249293,1.1598053
98947,1401469304111232,9.858176660616156,140.57959425163284,173.40213216465725,-47.28325209377037,1.1455555
98963,1413289054203136,8.182931571230203,139.14036876622123,172.45094619038093,-49.07265934579665,1.019474
98964,11653624959293056,8.242079186437842,129.71458112455284,175.86378483910858,-37.320986643447,1.1166916
98986,16725839601582720,8.967883728139785,226.44152580928895,171.48551537330283,-35.676583126128875,1.0181351
99011,1435004408838912,8.845004990834195,125.79381051346441,172.35542882872346,-48.843633272351646,1.0716496
99058,1463385552757504,10.74574335866383,108.23281935463787,172.45106671926342,-48.44840600610772,1.2173824
99062,1463763509882880,10.088760557176983,113.30699227488093,172.3690443037648,-48.52418397403968,1.1811209
99075,16771851586577664,7.711845202764248,122.69851204951581,171.7208228595756,-35.339686219048346,0.98441505
99087,16777894604975360,10.86650472006665,128.48012348203048,171.8955332974706,-35.060810025922876,1.2082233
99118,11739897966972800,9.535298723416833,108.92584330733986,176.12785944329195,-36.57740624945443,1.1520042
99171,1538526009448064,8.494994186914482,289.07327734098936,171.49509610853514,-48.54408898874576,0.9525013
99182,11775597735398528,10.801793443972564,100.98662271610591,175.5127006815734,-37.02676995682505,1.2528553
99187,16832393445567872,10.986609534033164,101.4345848568298,171.51751823933492,-35.12177219476717,1.1862106
99221,11794225008786944,8.69990785972017,132.00493875538893,175.92975400684912,-36.429849204787,0.99972343
99240,16863175475780224,9.67221816831903,125.72669671266704,171.70631786652277,-34.66283173402071,1.1846905
99301,16898054905399808,7.893902814253064,105.41464986177421,170.77454301151502,-37.88062806208151,1.1079922
99341,1636691780826496,10.463273597976531,204.4365898548779,171.869168895064,-48.15566249757354,1.1255617
99353,1643464941440640,8.146358312836838,112.30416930859886,171.71586275241603,-47.994840592987714,0.992136
99402,16995499123385088,9.376787816965525,117.39474069453728,170.10891716094855,-37.75361080141747,1.0295477
99417,1701361100629888,8.267854834737882,128.71831486408905,174.35541147800154,-46.84300139806167,1.0461512
99420,17009994637764352,8.74487465825814,106.73713909028447,170.14072179501537,-37.35661027231153,1.0491676
99488,11956609132498176,9.287902125316794,145.93716204387752,176.9586362309979,-35.24295835273226,1.076561
99501,11965164708481024,9.217898195631598,130.62594291813602,177.82249386835372,-34.97547043845391,0.9776554
99525,11976842722489728,11.46038214295455,108.34433523816979,177.69858062773523,-34.7923147717927,1.2309589
99530,17094657036772096,11.415491254530789,275.99526237454614,170.6407506119317,-36.43022530260891,1.1306496
99553,11987876495486336,9.998774216716896,215.2944949515556,177.4017208269443,-34.908284029615025,1.0133123
99566,17116720280345344,9.312374132976622,155.0694246026978,170.13131627562188,-36.88643113249605,1.127037
99589,17138160757112576,9.192537827645488,108.2722939165208,170.2854458656628,-36.719866833533985,1.1297026
99593,1817737534413312,9.97486870087134,274.663518084369,173.2103126508871,-46.76119426032954,1.004528
99639,6756052276172288,9.901136313547923,141.81954876685154,172.02849298052618,-45.406555078878796,1.0935717
99657,12054804969018624,10.275710285207499,102.27167768719742,176.92475032518038,-34.978145995352264,1.20821
99709,6796150090964992,11.643123874205266,116.80555884803607,171.86132411258055,-45.016583772985044,1.197897
99717,6802029901689856,9.600043595250725,219.85273956946725,172.14889955818012,-44.632388059705264,0.99243355
99718,12087863334060288,10.471288345083675,109.57948702622029,176.91706155178295,-34.64258346964734,1.2513027
99732,6810104440185728,9.978694465954344,294.9728924048457,171.68007712934323,-44.96362136879526,1.0493393
99740,6815941300450432,9.170399760760084,106.8092990895303,171.55376175304175,-44.90650564770494,1.2041779
99746,1908511667899264,11.515301580495077,253.65514382360632,173.62600951781982,-46.14619814807062,1.0856075
99756,6819686511984384,9.214240103678076,103.42832992737567,171.79832911949018,-44.6424631417255,1.0672417
99763,1915559709656960,9.122267011415726,111.11129846606316,173.74777093125383,-45.96277790884496,1.1026955
99767,1918201114463488,8.643233753028948,139.43051458913197,173.54438733967672,-46.26103766825107,1.0326862
99853,6884111021497856,9.90907866884849,100.46426571405706,170.877385824403,-45.03924365718405,1.1507854
99860,12173453440980224,8.793582019276158,203.76984413161625,176.2339563378066,-35.24900438933167,1.0250626
99902,6920536639377792,9.262927668173162,111.94642883117072,171.7112448990081,-44.427507728235206,1.0972347
99927,6939640653876224,9.088015602338835,136.16967449282862,172.038693654691,-43.92703432545233,1.0157108
99935,6951730986360832,10.82946080529237,116.5192306715871,171.9557901471178,-43.93286531255612,1.1551552
99940,6955098240754560,8.987164726135017,116.10167547459412,171.73473021482317,-44.02207994682246,1.0181923
99948,6964134852184448,10.975934230397414,127.75899507666271,171.70192273447626,-43.81351591884585,1.1979351
99973,6998189647997184,11.007941380484798,263.223044682264,171.06188860187413,-44.29285025784566,1.0509968
100061,755569134884024960,8.883058607256228,142.66917907054153,184.4058873246878,57.1027716251048,1.0529137
100064,755570990310091648,10.769567333660937,101.05560322260507,184.21979069543133,57.050683733010416,1.1941414
100081,755587826582132736,9.704647895004666,165.46798489785422,183.8685925893962,57.44259128543344,1.1130333
100083,755580890209684480,10.137599223690604,107.01060410793781,183.94276016954194,57.06140827557709,1.1181583
100097,755604765933176832,10.858720190907022,111.39770275107934,183.5475428790445,57.34551560039417,1.1814137
100100,738238121506162688,7.8001667020463366,103.67925966240242,189.01513304567678,64.4049240032129,0.96518326
100128,738271106855013248,11.421884345877615,112.56347159069666,189.42986382829406,63.775100557352815,1.220398
100153,755650537399370496,9.946858443018307,110.24833425003341,183.09118862570554,57.839028613189974,1.3060093
100160,738296631845886720,9.109003457282796,102.82520402210953,189.06394860417652,63.91555010780584,1.1056004
100185,755685687411711360,8.41296179491755,120.54049491270435,182.3108504891856,58.03508543594589,1.0085182
100193,755692933021297024,9.331301213676333,145.66955121624414,183.02932813249532,57.72518459529517,1.0807095
100195,755693276618893440,10.264189362582677,102.45477505867747,183.10839963735262,57.655261182764434,1.1350651
100196,755695720455333888,10.196745659207338,103.90675322333666,183.11676650608143,57.48671551626958,1.1618223
100212,749564736244401664,9.698733080097647,100.75155580632848,189.82085595471293,59.401384517588326,1.1338615
100217,755714717095695744,9.26586973970344,110.98967899152687,182.61538537322792,57.46305500459028,1.0916862
100218,755717362795557504,9.968083489296227,101.57034710358639,182.5074080870767,57.580789025626345,1.2166805
100225,755720317733087616,9.387581501580076,219.63806566251935,182.28176164035233,57.61804460040874,1.1237926
100234,755729839675498624,8.739007978966242,110.41788635232037,182.39681746173,57.74761708204159,1.0253849
100244,755741620770956928,9.786246555597032,105.59028260310205,181.76688113859834,57.86027064375971,1.1927013
100253,738420704861191040,10.11818483207971,168.0294190833201,189.67516269060644,62.90684370183599,1.1973534
100262,738432700704577408,9.14910456420224,593.6910870340423,189.6368193962153,62.86923522151671,0.98197365
100280,755768666179869056,9.00527770755426,118.82263603642248,183.75014821757983,56.82796579095938,1.0174589
100295,755781237548854656,8.310145751241329,107.77020580230013,183.73149469456828,56.72799025629675,1.0103588
100299,738464547886614784,11.696620284924748,112.61171910931108,189.1311976550241,63.58092888617631,1.176342
100311,755786597668121344,9.751764508332599,108.40768827192257,183.39232766829423,56.66993664561984,1.1107655
100317,738475753456864000,10.017739345724916,109.55569841621009,188.97727464104705,63.33836926037515,1.14112
100326,738480628244722176,9.661416350699014,131.88866765099453,188.9051233623121,63.44521232229705,1.1970406
100327,738482728483747328,8.582534231002292,144.4908173575157,188.73819907786313,63.49983063290921,1.0049553
100333,755799177627526656,10.309079611795447,374.48105700468847,183.214229002278,57.077803559881986,0.98359966
100341,738492933326032896,9.512204460711597,235.4357452857834,188.4845922300909,63.72368980198124,1.099863
100355,738502068721072896,10.099439472628742,109.4256406728663,187.90874897251732,63.8831266344908,1.0817738
100373,755826420605342592,10.244221431789036,110.08131790319611,182.66767164750365,56.96599582658971,1.1105251
100377,738524750443781376,8.888354271489582,227.83933068462417,189.0181806234902,63.11430897078397,0.9449539
100382,755835835173214464,9.214047322005822,101.23980173193249,183.40692012265487,56.494150966060744,1.133028
100401,738542132176436352,10.74758906242878,161.85998219563572,188.67897854252993,62.99198560316754,1.1588364
100432,755863327259026560,10.544707223514425,116.767416257831,182.64547876057594,56.393425847935106,1.1433544
100444,755866621498922496,9.246936410408278,146.86898717725006,182.79310674243638,56.78717093487133,1.0912781
100448,749753061970454272,11.34417078540421,108.49952609918866,189.69314790408924,59.32007754204551,1.2338295
100458,749755535871696512,9.568208960669526,134.0203458237882,189.4409818636518,59.42938195125125,1.0193615
100499,749778866134205952,11.158352308246869,151.94039511102022,188.84726876103483,59.152171005619145,1.1864395
100543,755933932226277504,9.755151025090171,116.95194830092858,181.65348069306523,57.1238087297464,1.1154137
100555,749828863848410112,9.555435602199914,166.7734855580039,188.81992440513642,58.88083697640898,1.1210136
100582,755958263216387200,8.373512576954017,139.53959571093753,181.50702143683975,57.25839117802234,0.9982462
100583,755958396360035584,9.128200903318131,112.65655610608066,181.4581941539394,57.26788144052908,1.1124744
100588,755961316937871744,9.410544075715524,111.34642815520368,181.18977367744668,57.29028438569148,1.0566788
100591,755973823882456448,9.863429009183434,103.98718110981925,181.91159225265633,57.02024017246727,1.0478592
100603,755986953597931008,8.728962800478332,178.9933180347139,181.38116379936167,57.04836781526767,0.9604454
100625,756022893884217472,10.123728075518674,129.1766472262602,180.4954469784883,57.218462779752095,1.0886726
100634,756036736563952000,8.435735794092771,145.7962763782786,180.3076697694279,57.09274339839685,1.0241299
100645,756052099661778176,9.833932488043828,295.23615419262774,181.84283597401136,58.432482771988425,0.94814205
100647,756054436123982976,9.611854910450035,315.6977331550362,181.6294699167964,58.51087504869078,1.0423756
100651,756066389017583232,9.528624068254842,112.66685401492296,181.6856345576806,58.16747675691128,1.0967007
100666,756084427880345856,11.05281880898388,247.84771835655698,181.09111454675846,58.5474023434032,1.1184769
100685,756114698810037248,9.040134723999891,187.14379566506415,181.5608074144847,58.054311326274984,0.9899502
100705,756135452092073088,9.972084948616786,108.07240717308363,181.2145888807421,57.74406776127881,1.1956367
100781,756218572594411520,10.473044051976736,111.5936616129039,179.76066494603185,58.942083625372625,1.1578083
100789,756227226952913920,8.956557620846414,107.15104451737726,179.30192577088403,59.05098575945966,1.1140175
100806,756251283065250304,8.022066815544456,107.33555915789144,178.68079674030335,58.818899214959266,0.98980904
100815,756256432730680320,9.520804557619517,105.8722957272395,179.7744348308464,58.41863485565017,1.0911961
100819,756260281021417472,9.472200797019635,303.8634485627622,179.58330712768787,58.395467522543335,0.94864273
100821,756261827209611264,9.263338874105294,113.83619221336981,179.6894058945698,58.51156873827267,1.0371323
100853,750262105789805952,10.917322191058503,116.8666966355502,189.77717949261245,60.46165055410165,1.1790371
100918,756343843904966784,8.706292376521628,100.96047941027699,180.4817760760099,57.603966716737894,1.0526352
100924,756348035793068032,10.875279788717574,156.62771118416728,180.41192758073603,57.51443624108151,1.2088776
100942,756361161213168384,9.763990537700248,100.67859005269699,180.02514292104448,57.91430248084388,1.1232414
100963,750361676016548224,8.867169423345103,139.57104593447474,189.20533023780587,60.75222849225472,1.0173702
100964,756374840684452480,9.407013790583004,114.30311306295152,179.39632103089633,57.94248389195023,1.1034546
100981,750375763508806144,10.935478495093754,121.73370447969246,188.60314092994633,60.8925206827578,1.2413216
100993,750387583258816640,9.048686935970196,168.88153556014046,188.42940911243505,61.29181006989087,1.0690289
100997,756399815918848512,9.63932166257689,180.45529883711654,180.21682122400566,57.26597208015494,1.0721436
101001,756401465186317056,9.26546638943006,195.2516664866972,180.10017912693817,57.28227407779396,1.0740032
101013,750399093771160832,9.147171009946934,170.3018481741323,188.57239439712293,60.92771869578619,1.1076641
101014,750399540447775104,9.765704330703873,102.45251675038948,188.43459043617597,60.93116061156245,1.0925102
101018,756412017921363072,10.614988132291373,107.49261937334546,180.07417166972806,57.210942166858985,1.2006626
101023,756414006490857728,9.685181446474985,134.72891981365797,179.9522326747528,57.264062593883196,1.1947784
101024,756414624966157312,9.393055604493032,173.62669104775614,179.9534377902144,57.179499050415615,1.0795593
101036,750418820556622848,10.472278356700983,153.868706056985,189.8264084088042,62.29539919280998,1.1851368
101059,750438847988772736,8.777162321097755,156.62896670931025,189.45868697329365,62.390868054094284,1.0204239
101063,750441424969185408,8.410109743920785,104.61874900329317,189.22177241448344,62.46293363911077,1.0180397
101068,750447854535531520,8.72728511470346,199.9677308330436,189.3611472994345,62.62705853622948,0.99451923
101103,756476609933974528,8.390713167619023,150.95039757310616,178.71861830540587,58.12108668034762,1.0491085
101110,756482691607611264,11.200607320796173,191.64547490814633,179.17439077192634,57.837695045444995,1.1837654
101112,750476476197515776,10.384781324858292,107.02966166725612,188.3381947681428,62.657971333440535,1.1635332
101123,750487604457120512,9.319078152889787,146.8833240160281,189.33230798665588,62.031246731273235,1.0486984
101127,756492282270168192,9.780546009003267,126.76244456290438,178.5549856384069,57.95075369384334,1.130291
101140,750502344784902400,9.58304963488197,168.26712000417805,188.93043710672092,61.90441270992649,1.0832024
101147,756506090589593472,9.500299079976877,151.04415060327298,178.2847126250325,58.15544398893525,1.1166153
101154,756508087749795456,9.37779638779239,159.20403444757454,178.23427129863782,58.30932239369234,1.0686264
101167,756515646892209536,8.273587741483045,125.38488397340002,177.6826921608673,58.25050890806854,0.94787025
101186,756525886094276224,7.556110417963126,111.76367697107571,177.92916024903698,58.113179775376075,0.9515419
101201,750536983696801152,9.73626613867291,116.7518486267878,188.20860332693525,62.11814860670452,1.1209021
101213,750544233601590528,10.058616675252836,112.63448173006178,187.99053177568342,62.26450433027945,1.1241074
101216,756540141090719616,11.120913559737218,138.21785182122147,178.68194311672428,57.55094995749114,1.1219387
101219,756544298618670976,8.161277214492607,101.03597963636138,178.4300225533285,57.75403898085618,0.9231243
101226,756546811174925568,10.802749664259217,202.650649200746,178.17365947781747,57.75226114486646,1.1206455
101230,750558076280998016,10.313316424721691,300.8975316154311,188.26557224136695,62.82867321825964,0.952158
101240,756554125503897984,8.691107905872226,153.98018414564572,178.34408783751653,57.49406276276823,1.0306549
101266,750589790319606784,8.774948671643987,234.33240583064466,187.48430123294563,63.054726004638695,1.0285225
101277,756585599024673152,10.36329168148638,122.74620654617743,177.16645761301268,57.91407125718001,1.2195091
101290,756596525421470080,9.448562114120826,103.66628481500993,177.25646149027668,57.790115995898276,1.1301022
101299,750622195847595264,10.80678404497679,105.03793988726115,186.2669766500568,63.05030381920016,1.1957569
101301,750627968283689728,9.272833686922212,111.31491098017547,187.62149940874565,62.48509232696552,1.1427689
101303,750629789349798784,8.866487973295769,150.0220151721768,187.4702809916377,62.426583900240175,0.9744301
101308,750635252548187392,8.676598675705051,140.05830575900626,187.03275705867614,62.73743163345735,0.9564476
101316,750643739403572480,8.285188470285092,117.17485836855558,187.2268217972972,62.46887924376307,1.0833054
101322,750652359402778496,7.7696343911631836,114.42068621216688,186.78710118158529,62.52965137916227,0.946846
101327,750661670891884672,10.30594114882716,379.4819503968827,186.59763154477486,62.826011466296315,1.0049362
101337,750672051827958272,10.21993969758093,104.68384249344216,186.33905355135576,62.77469743433704,1.1472282
101342,750678305300363008,9.203213695297947,104.92853033892852,186.36552649886954,62.570000779243095,1.0919237
101345,750682492893407488,9.028992372484687,165.4837737656429,186.24135441177708,62.47780663592663,1.0264282
101361,750701631269050368,9.79947888929215,141.89463381258,188.3701602448116,61.71206018843792,0.9767895
101371,750714314306259584,10.13942086256601,108.96209896309965,188.19130743952584,61.67704677760942,1.1472454
101378,750721353757863808,9.555132968696217,166.15598006106254,188.0320067316283,61.65108999099454,1.1420937
101400,750758672728443520,10.911078185398111,123.9191597965638,186.97570773252724,61.94743104265662,1.0921164
101409,750766403669631872,10.486242784431756,119.64007540144324,188.02709917629986,61.46580756986088,1.096921
101447,750807635355625856,11.290843384115757,167.05192203550968,186.79464996707918,61.60417108522433,1.1987343
101451,750815155842974592,8.892328665961202,104.72595594900802,186.46802054149748,61.734160961000235,1.0877771
101465,750831824611424256,8.313142148678917,281.1840673733749,186.2437315492474,61.48727249499917,0.99768734
101470,750841033021283584,8.672569040638265,264.5715877223282,186.70599285028214,62.09384687202027,1.023838
101479,750854639477677440,9.024463367730089,111.71310215998652,186.5837974422015,62.06931608186628,1.0463295
101481,750854879995843200,11.785048008148934,145.6748722315149,186.4927627577891,62.12934818873795,1.2485218
101485,750859239387368832,10.979033424263996,116.07719769328052,186.34695804182456,62.03636053992067,1.1881304
101498,750873468614290304,10.171937969940512,100.63665169424182,185.89354752914517,62.422589049003285,1.2039337
101505,750883256844880128,10.11187326806236,100.18462657976067,185.61833992896828,62.43210215501669,1.1379738
101513,750887934064123392,8.284810486463677,100.55369337170784,185.80448797205383,62.28090501404542,0.9883299
101540,750921430514244864,10.340847580709731,101.74318719532708,185.5975598992617,61.89322729891284,1.1443748
101548,750936136482300800,8.881229673580208,134.53962388521654,185.47173235056925,61.71118592578296,0.98371124
101553,750940294010607360,10.041343708415102,296.5114507075473,185.52741216539667,62.093070969833825,0.92671776
101565,750963349394919808,9.569477749980216,105.5793335260632,185.00294913849729,61.7817885054712,1.1883354
101569,750966682289555456,9.415883851753211,103.78257167317237,184.7705030780608,62.02183378787781,1.1260872
101575,750974451885318016,8.826888772911794,210.5264731255104,184.34708391337898,61.923862584621794,1.0067806
101590,751012213237990528,10.123110237250039,106.4004321807415,189.77133968412215,60.36326693621051,1.2616787
101612,751036986609307264,8.196968351071341,112.55313835494381,189.18744608470072,60.334031007532495,0.99056435
101615,751047328890631808,9.788873409543818,154.3137862813709,189.88588083627567,59.75681759134439,1.0655327
101616,751048802064345600,8.65803157761949,115.02807416568669,189.6894827130345,59.8827088781462,0.9678383
101621,751054643219874304,9.392734920482578,128.02565950302653,189.6327773359629,59.91693710441046,1.0032139
101623,751054819313546240,9.733830754714525,109.48090634562936,189.6181355388124,59.89749260213333,1.1262131
101624,751055845810725376,9.739061137464002,142.9610118069455,189.5661946831332,59.831685526185595,1.114975
101632,751073644154805888,9.647237459322731,166.0785177678065,189.18699328105166,59.73869708284027,1.112854
101642,751079386526444032,8.889510580001218,116.16988124267544,188.84228522504137,59.77030593125601,1.113594
101653,751086597777786240,10.062562862428848,120.78346646435911,189.00960622141056,59.896292086239654,1.1972618
101656,751093405299686656,8.719400091616887,170.13858789170743,188.5057842110378,60.1769447069986,1.0248947
101657,751093538443930752,9.986573067661485,337.5397956687458,188.5035416176302,60.205803302469164,0.97125244
101662,751104022458853632,9.93963601144673,107.06199403012239,188.66989519699217,59.7641589370871,1.2038517
101698,751161987337909120,10.096287103164656,181.4243293587926,187.72164072550612,60.93105207280762,1.0883579
101699,751163327367203200,8.953756546812656,115.4048003954461,187.67967879437737,60.977329664891535,1.1989498
101704,751171157092719872,8.755944268361326,193.75288924314754,187.7666491711276,60.74819311736755,1.0059757
101718,751190261110451200,9.136175322093521,147.03225775680778,188.12285957586542,60.31110807975221,1.1331387
101747,751217065998003584,8.255029200370451,184.656957053128,187.29190750462865,60.271459546911935,0.98187256
101803,751311310465708672,9.412546792243113,179.5344632074862,188.0753697086294,59.55999817533201,1.0100174
101810,751319762961017088,9.520997211123031,114.90877231398795,187.77276538410985,59.600624440219825,1.1676674
101825,751335362282132864,9.359269417169081,105.97292980285529,188.2095496154519,59.118576306863126,1.1005402
101837,751351717517675264,8.628206593094696,108.7628790606637,187.9745165097289,58.962597405345186,0.99490833
101849,751364258822224384,9.007919109815571,159.8620617729577,187.74367240219794,59.344820324419906,1.0504322
